Name,Code,Price,Description,Dimensions,Thumbnail Image,Detail Image,Extra Large Image,Detail Page Link,Shopping Cart Link,Everyday,Birthday,Anniversary,Love and Romance,Get Well,New Baby,Thank You,Sympathy,Category
Sunny Sunflowers,T152-2A,79.9500,"Whoever receives this stunning bouquet is sure to be bowled over by its bold beauty! It's big on fun and big on flowers. Orange spray roses, yellow sunflowers, curly willow and salal are arranged in a charming ball vase. Order it now to send a ton of sun.",10" h x 12" w,https://cdn.floristone.com/small/T152-2A_t1.jpg,https://cdn.floristone.com/large/T152-2A_d1.jpg,https://cdn.floristone.com/hi-res/T152-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T152-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T152-2A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Vase Arrangements
Glorious Day,T154-1A,109.9500,"Some people like their lemonade yellow, while others prefer pink. Guess what? This glorious arrangement caters to both! Pretty pink and lemon yellow blossoms are served up gloriously in a vase. Yellow and light pink roses, pink spray roses and fresh greenery are delivered in a stylish vase.",14 1/2" h x 13" w,https://cdn.floristone.com/small/T154-1A_t1.jpg,https://cdn.floristone.com/large/T154-1A_d1.jpg,https://cdn.floristone.com/hi-res/T154-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T154-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T154-1A&source_id=aff&affiliateid=2026051528,1,1,1,1,0,0,0,0,Roses
Citrus Kissed,T157-1A,79.9500,"Like freshly squeezed lemonade on a hot sunny day, this bright and cheerful bouquet is a summer sensation. Dark orange, coral and orange roses, light yellow carnations, yellow button spray chrysanthemums and greens fill a slender gathering vase. It's a kiss of summer!",14" h x 11" w,https://cdn.floristone.com/small/T157-1A_t1.jpg,https://cdn.floristone.com/large/T157-1A_d1.jpg,https://cdn.floristone.com/hi-res/T157-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T157-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T157-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Vase Arrangements
Sunny Siesta,T157-3A,79.9500,"Know someone who could use a little pick-me-up? Sending this pretty summer arrangement will definitely do the trick. Light orange roses and alstroemeria, yellow asiatic lilies and orange gerberas are delivered in an organza ribbon-wrapped cylinder vase. Siesta or fiesta – it's all good.",10" h x 11 1/2" w,https://cdn.floristone.com/small/T157-3A_t1.jpg,https://cdn.floristone.com/large/T157-3A_d1.jpg,https://cdn.floristone.com/hi-res/T157-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T157-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T157-3A&source_id=aff&affiliateid=2026051528,1,1,1,1,0,0,0,0,Vase Arrangements
Summer Chic,T158-1A,79.9500,"Hot times require haute arrangements. Look no further because this vibrant vase full of vivacious flowers has va-voom written all over it. Light orange roses, orange asiatic lilies, hot pink dahlias and carnations are delivered in a dazzling cube vase. Chic? For sure!Color of vase may vary.",11" h x 10 1/2" w,https://cdn.floristone.com/small/T158-1A_t1.jpg,https://cdn.floristone.com/large/T158-1A_d1.jpg,https://cdn.floristone.com/hi-res/T158-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T158-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T158-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Vase Arrangements
Sunsplash,T159-1A,79.9500,"Send this summery bouquet and you'll make a splendid splash! Perfect for birthdays, thank yous, barbecues and beyond. This warm-weather charmer will be welcome everywhere! Hot pink roses, orange spray roses, yellow asiatic lilies, hot pink matsumoto asters and green button spray chrysanthemums are delivered in a cube vase. Lots of splash. Not too much cash!",11" h x 11 1/2" w,https://cdn.floristone.com/small/T159-1A_t1.jpg,https://cdn.floristone.com/large/T159-1A_d1.jpg,https://cdn.floristone.com/hi-res/T159-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T159-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T159-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Vase Arrangements
Burst of Beauty Basket,T159-3A,94.9500,"A fantastic array of summer's brightest blossoms fill a charming wicker basket that can be used over and over again. It really is bursting with beauty and bounty. Light orange spray roses, hot pink dahlias, carnations and matsumoto asters, green button spray chrysanthemums are delivered in a rectangular basket.",13 1/4" h x 21" w,https://cdn.floristone.com/small/T159-3A_t1.jpg,https://cdn.floristone.com/large/T159-3A_d1.jpg,https://cdn.floristone.com/hi-res/T159-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T159-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T159-3A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Centerpieces
Heart's Delight,T16-1A,79.9500,"If you're looking for a delightful gift that's full of heart, look no further than this beautiful bouquet. A pretty mix of beautiful flowers arranged in a cube vase will express your wishes perfectly. This stunning bouquet includes white alstroemeria, pink carnations and miniature carnations, purple lisianthus, daisy spray chrysanthemums and monte cassino asters, pink matsumoto asters, lavender stock, pink statice and greens delivered in a modern lavender cube vase. It's a heartfelt gift that's sure to delight. Vase may vary.",15" h x 14" w,https://cdn.floristone.com/small/T16-1A_t1.jpg,https://cdn.floristone.com/large/T16-1A_d1.jpg,https://cdn.floristone.com/hi-res/T16-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T16-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T16-1A&source_id=aff&affiliateid=2026051528,1,1,1,1,1,0,1,0,Centerpieces
Summer Samba,T160-1A,99.9500,"Just like a lively samba, this bouquet is an uninhibited celebration of summer. If flowers could dance, these would be burning up the dancefloor. Yellow roses, asiatic lilies, orange dahlias and alstroemeria, yellow daisy spray Viking chrysanthemums and oregonia are delightfully arranged in a clear cylinder vase. It will definitely inspire a samba celebration!",15" h x 17" w,https://cdn.floristone.com/small/T160-1A_t1.jpg,https://cdn.floristone.com/large/T160-1A_d1.jpg,https://cdn.floristone.com/hi-res/T160-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T160-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T160-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Centerpieces
Seaside Oasis,T161-1A,79.9500,"For those times when we just can't get away, we can at least hope that someone sends us this beautiful seaside oasis. At home or the office, it offers a delightful getaway. Orange bi-color roses, yellow spray roses, orange dahlias, yarrow, solidago, fern and salal arrive in a pretty cylinder vase.",13 1/2" h x 11" w,https://cdn.floristone.com/small/T161-1A_t1.jpg,https://cdn.floristone.com/large/T161-1A_d1.jpg,https://cdn.floristone.com/hi-res/T161-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T161-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T161-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Centerpieces
Ocean Devotion,T163-1A,79.9500,"Sending this brilliant blue and white bouquet will surely garner oceans of appreciation from whoever receives it. Dazzling blue hydrangea, green roses and button spray chrysanthemums, divine white dahlias and snapdragons plus huckleberry arrive in a striking cobalt vase.",20" h x 14" w,https://cdn.floristone.com/small/T163-1A_t1.jpg,https://cdn.floristone.com/large/T163-1A_d1.jpg,https://cdn.floristone.com/hi-res/T163-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T163-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T163-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,0,1,0,1,Funeral - Table Arrangements
America the Beautiful,T163-2A,79.9500,"This patriotic arrangement is such a stunning way to honor the courage, the character, the people and the places in this country we call home. Red roses and carnations, white asiatic lilies and alstroemeria, blue statice and an American flag fill an exclusive blue glass cube. It's certain to be appreciated from sea to shining sea.",13 1/2" h x 14" w,https://cdn.floristone.com/small/T163-2A_t1.jpg,https://cdn.floristone.com/large/T163-2A_d1.jpg,https://cdn.floristone.com/hi-res/T163-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T163-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T163-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Centerpieces
Fall Fantasia,T167-1A,84.9500,"Absolutely exquisite! This bouquet is a fall flower fantasy come true. All the richness of this colorful season is captured in a stylish glass vase. So pretty, you might have to order one for a friend and one for yourself! Beautiful orange and red roses, yellow asiatic lilies, autumn oak leaves and more are beautifully arranged in a vase. Isn't fall fantastic?",20" h x 17" w,https://cdn.floristone.com/small/T167-1A_t1.jpg,https://cdn.floristone.com/large/T167-1A_d1.jpg,https://cdn.floristone.com/hi-res/T167-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T167-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T167-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,0,1,Vase Arrangements
Perfectly Pleasing Pinks,T17-1A,99.9500,"A perfectly pleasing mix of sweet springtime blossoms make this a truly happy gift. So full of feminine flowers and fun feelings, this is the perfect arrangement to make her smile. Dazzling white spray roses, hot pink gerberas and matsumoto asters, pink carnations, lavender cushion mums, light pink stock and much more fill a lavender vase. Vase may vary.",23" h x 20 1/2" w,https://cdn.floristone.com/small/T17-1A_t1.jpg,https://cdn.floristone.com/large/T17-1A_d1.jpg,https://cdn.floristone.com/hi-res/T17-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T17-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T17-1A&source_id=aff&affiliateid=2026051528,1,1,1,1,1,0,1,0,Vase Arrangements
Pure Happiness,T171-1A,84.9500,"Pure happiness is what this pretty bouquet delivers – whether you're sending it for a fall birthday, Thanksgiving, thank you, or simply just because. Surely, no one can be in the presence of something so inherently happy and not smile. Sunny sunflowers, red roses and miniature carnations, bronze daisy spray chrysanthemums, large lavender monte cassino asters and autumn greens are beautifully arranged in a clear glass vase.",21 1/2" h x 19 1/2" w,https://cdn.floristone.com/small/T171-1A_t1.jpg,https://cdn.floristone.com/large/T171-1A_d1.jpg,https://cdn.floristone.com/hi-res/T171-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T171-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T171-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Centerpieces
It's My Party,T173-1A,79.9500,"The only crying that this plum party arrangement might inspire are tears of joy! So fabulous. So fun. So fall with its jewel-toned modern cube that's chock full of gorgeous red, purple and perfect flowers. Red roses and gerberas, dark red spray roses, lavender chrysanthemums, purple statice and red hypericum are beautifully arranged in a plum cube vase. So get the party started! Color of vase may vary.",12" h x 10 1/2" w,https://cdn.floristone.com/small/T173-1A_t1.jpg,https://cdn.floristone.com/large/T173-1A_d1.jpg,https://cdn.floristone.com/hi-res/T173-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T173-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T173-1A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,One Sided Arrangements
Fall in Love,T173-2A,79.9500,"Summer may be the season for weddings, but romance blossoms in the fall. Cooler weather and brilliant colors lend themselves perfectly to falling in love. Dazzling dark red roses, pink asiatic lilies, purple alstroemeria and cushion spray chrysanthemums, hot pink matsumoto asters and more are delightfully arranged in a dramatic burgundy vase that comes complete with a satin ribbon. Color and style of vase may vary.",17 1/2" h x 12 1/2" w,https://cdn.floristone.com/small/T173-2A_t1.jpg,https://cdn.floristone.com/large/T173-2A_d1.jpg,https://cdn.floristone.com/hi-res/T173-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T173-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T173-2A&source_id=aff&affiliateid=2026051528,1,1,0,1,0,0,0,0,One Sided Arrangements
Golden Glow,T174-1A,79.9500,"Send this pretty pot of golden fall flowers to someone special today. At this nice price, it's the perfect arrangement for celebrating the season in style! Orange spray roses and miniature gerberas, dark orange alstroemeria, gold cushion spray chrysanthemums, solidago, salal and yellow oak leaves are beautifully arranged in a terra-cotta pot. It's a natural way to glow!",10 1/2" h x 11 1/2" w,https://cdn.floristone.com/small/T174-1A_t1.jpg,https://cdn.floristone.com/large/T174-1A_d1.jpg,https://cdn.floristone.com/hi-res/T174-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T174-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T174-1A&source_id=aff&affiliateid=2026051528,1,1,0,0,1,0,1,0,One Sided Arrangements
Golden Days Basket,T174-2A,79.9500,"Here's a golden opportunity to make someone's day. Just send this delightful basket of fresh fall flowers to someone who's on your mind and you can be sure it will lift their spirits! Sunny sunflowers and asiatic lilies, gold and burgundy chrysanthemums, solidaster, brown copper beech and salal are splendidly arranged in a wicker basket.",10 1/2" h x 14 1/4" w,https://cdn.floristone.com/small/T174-2A_t1.jpg,https://cdn.floristone.com/large/T174-2A_d1.jpg,https://cdn.floristone.com/hi-res/T174-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T174-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T174-2A&source_id=aff&affiliateid=2026051528,1,1,0,0,1,0,1,1,Funeral - Table Arrangements
Simply Sweet,T18-1A,79.9500,"Sometimes life's simplest pleasures deliver life's most poignant feelings. Take this sweet bouquet. Soft colors, beautiful flowers in a yellow vase that's wrapped in a pretty pink satin bow. Simple? You bet. Special? For sure! Bright yellow roses, pink asiatic lilies and alstroemeria, light yellow miniature carnations, lavender daisy spray chrysanthemums and pink limonium are gorgeously arranged in a pretty yellow vase, complete with a satin bow. Sweeter than sweet!Vase may vary.",16" h x 14" w,https://cdn.floristone.com/small/T18-1A_t1.jpg,https://cdn.floristone.com/large/T18-1A_d1.jpg,https://cdn.floristone.com/hi-res/T18-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T18-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T18-1A&source_id=aff&affiliateid=2026051528,1,1,1,1,1,0,1,0,Vase Arrangements
Pink Pink Bouquet,T18-2A,94.9500,Think pink. Think pretty. Think present. This beautifully feminine bouquet makes a wonderful gift for any woman. Light pink asiatic lilies and alstroemeria share the spotlight with pink roses and waxflower. Lovely lavender stock and seeded eucalyptus have been added to complete this bouquet that's delivered in a pink Jewel Vase. A perfectly pink present!,19 3/4" h x 15 1/2" w,https://cdn.floristone.com/small/T18-2A_t1.jpg,https://cdn.floristone.com/large/T18-2A_d1.jpg,https://cdn.floristone.com/hi-res/T18-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T18-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T18-2A&source_id=aff&affiliateid=2026051528,1,1,1,1,0,0,1,0,Vase Arrangements
Fancy Flowers,T18-3A,79.9500,"All dressed up and ready to go to any party, this breathtaking bouquet has style to spare. Beautiful contrasting colors and blossoms are so perfectly arranged in a Satin Cylinder vase, the effect is both fanciful and fascinating. Pretty pink hydrangea, brilliant green roses, pink asiatic lilies and alstroemeria, hot pink miniature carnations, green button spray chrysanthemums and more are delivered in a dazzling green Satin Cylinder vase.",15" h x 16 1/2" w,https://cdn.floristone.com/small/T18-3A_t1.jpg,https://cdn.floristone.com/large/T18-3A_d1.jpg,https://cdn.floristone.com/hi-res/T18-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T18-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T18-3A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,0,1,0,Centerpieces
Dreams From the Heart Bouquet,T208-1A,104.9500,"A lovely bouquet to soothe and comfort, a variety of white and peach blossoms sends your hope and strength. Beautifully. Beautiful flowers such as white hydrangea, spray roses and stock, peach roses, eucalyptus and more fill a tall glass vase.",24 1/2" h x 24" w,https://cdn.floristone.com/small/T208-1A_t1.jpg,https://cdn.floristone.com/large/T208-1A_d1.jpg,https://cdn.floristone.com/hi-res/T208-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T208-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T208-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Beautiful Dreams,T209-1A,84.9500,"Soothing and respectful. Calm and compassionate. This beautiful collection of white and light colored blossoms will deliver your loving thoughts perfectly. Tasteful flowers such as light blue hydrangea, crème roses, white asiatic lilies, miniature carnations and more are delivered in a lovely white French Country Pot. Conatiner may vary.",12" h x 13" w,https://cdn.floristone.com/small/T209-1A_t1.jpg,https://cdn.floristone.com/large/T209-1A_d1.jpg,https://cdn.floristone.com/hi-res/T209-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T209-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T209-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Celestial Love,T209-2A,84.9500,"Peaceful and pure. This pretty arrangement of white and light colors will let anyone know they are in your thoughts. Fresh flowers such as peach roses, crème spray roses, white stock, waxflower and more are gathered in a beautiful clear vase.",16" h x 16" w,https://cdn.floristone.com/small/T209-2A_t1.jpg,https://cdn.floristone.com/large/T209-2A_d1.jpg,https://cdn.floristone.com/hi-res/T209-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T209-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T209-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Dazzling Day Bouquet,T21-1A,94.9500,"Dazzle someone on their special day with a balloon-festooned bouquet. Delightful blossoms and a shiny birthday balloon are sure to make their day! Pink roses, yellow gerberas and daisy spray chrysanthemums, dark pink alstroemeria, light yellow carnations, light pink matsumoto asters and miniature carnations are a mere sampling of what's included in this dazzling gift. When you add the stylish vase and super happy balloon, this gift will surely rise above all expectations!",19" h x 17" w,https://cdn.floristone.com/small/T21-1A_t1.jpg,https://cdn.floristone.com/large/T21-1A_d1.jpg,https://cdn.floristone.com/hi-res/T21-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T21-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T21-1A&source_id=aff&affiliateid=2026051528,1,1,0,0,0,0,0,0,Vase Arrangements
Large Basket Garden,T212-1A,104.9500,This impressive garden of indoor plants will be a warm welcome to any home or office. And you'll get glowing reviews for sending it. Variety of plants and container style will vary.,16" h x 19" w,https://cdn.floristone.com/small/T212-1A_t1.jpg,https://cdn.floristone.com/large/T212-1A_d1.jpg,https://cdn.floristone.com/hi-res/T212-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T212-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T212-1A&source_id=aff&affiliateid=2026051528,1,1,0,0,0,0,0,1,Plants
Medium Dish Garden,T212-2A,99.9500,This planter filled with living plants will also carry comfort and compassion for many months to come. Perfect to send to the home or service. Variety of plants and container style will vary.,15" h x 14" w,https://cdn.floristone.com/small/T212-2A_t1.jpg,https://cdn.floristone.com/large/T212-2A_d1.jpg,https://cdn.floristone.com/hi-res/T212-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T212-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T212-2A&source_id=aff&affiliateid=2026051528,1,1,0,0,1,0,1,1,Plants
Small Garden Dish,T212-3A,79.9500,A lovely array of cheerful plants is just the right size for a mid-size desk or table. It's also just the right choice for that special someone. Variety of plants and container style will vary.,11" h x 12 1/2" w,https://cdn.floristone.com/small/T212-3A_t1.jpg,https://cdn.floristone.com/large/T212-3A_d1.jpg,https://cdn.floristone.com/hi-res/T212-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T212-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T212-3A&source_id=aff&affiliateid=2026051528,1,1,0,0,1,0,1,1,Plants
Sweet Tranquility Basket,T213-2A,89.9500,"A basket full of bright blossoms will deliver the warmth of sunshine even when the skies seem gray. This beautiful gift will be appreciated for its life-affirming brilliance and your thoughtfulness at this time. Brilliant blooms such as orange and yellow roses and spray roses mix with pink matsumoto asters, white daisy spray chrysanthemums, dazzling green button spray chrysanthemums, salal, pittosporum and more in a lovely rectangular basket with a handle.",13 1/2" h x 16" w,https://cdn.floristone.com/small/T213-2A_t1.jpg,https://cdn.floristone.com/large/T213-2A_d1.jpg,https://cdn.floristone.com/hi-res/T213-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T213-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T213-2A&source_id=aff&affiliateid=2026051528,1,1,1,0,1,1,1,1,Funeral - Table Arrangements
Loving Lilies and Roses Bouquet,T216-1A,169.9500,"A simply beautiful way to show you care. By sending this elegant arrangement to the home of those in mourning, you are letting them know they are embraced in your thoughts. And in your heart. Fresh flowers such as crème roses, white oriental lilies, carnations, eucalyptus and more are delivered in a lovely Noble Heritage urn.Color and style of container may vary.",25" h x 27" w,https://cdn.floristone.com/small/T216-1A_t1.jpg,https://cdn.floristone.com/large/T216-1A_d1.jpg,https://cdn.floristone.com/hi-res/T216-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T216-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T216-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Stately Lilies,T217-1A,194.9500,"A calming portrait in ivory. Majestic calla lilies and stately white roses are framed by the lush leaves of aspidistra and calathea. Soft green sword fern adds to the soothing tones. Large white calla lilies pair with white roses and lush greens that include soft, airy sword fern and glossy aspidistra.Please note: Arrangement does not include urn.",31" h x 41" w,https://cdn.floristone.com/small/T217-1A_t1.jpg,https://cdn.floristone.com/large/T217-1A_d1.jpg,https://cdn.floristone.com/hi-res/T217-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T217-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T217-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Ever Upward Bouquet,T218-1A,179.9500,"Not at all somber are these abundant blooms of pink, yellow and lavender, gracefully arranged in a container that is equally suitable for a memorial service or one's home. Fresh flowers such as pink roses, lilies, gladioli and larkspur stems artfully mixed with yellow dahlias and purple larkspur.Color and style of container may vary.",45" h x 26" w,https://cdn.floristone.com/small/T218-1A_t1.jpg,https://cdn.floristone.com/large/T218-1A_d1.jpg,https://cdn.floristone.com/hi-res/T218-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T218-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T218-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Love's Tapestry,T218-2A,134.9500,"This generous basket is a gorgeous way to send caring thoughts. And hopes for brighter days ahead. Beautiful flowers such as blue hydrangea, lavender roses, snapdragons and daisy spray chrysanthemums along with yellow asiatic lilies, gerberas, gladioli, snapdragons and brilliant greenery are delivered in a lovely wicker basket.",31" h x 23 1/2" w,https://cdn.floristone.com/small/T218-2A_t1.jpg,https://cdn.floristone.com/large/T218-2A_d1.jpg,https://cdn.floristone.com/hi-res/T218-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T218-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T218-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Vivid Recollections,T218-4A,94.9500,"This glorious basket of beautiful blossoms will send hope and let those you care for know that grief is a path they needn't walk alone. Bright flowers such as yellow asiatic lilies, snapdragons and daisy spray chrysanthemums along with green gladioli, purple alstroemeria and fresh greenery are beautifully delivered in a natural basket.",30" h x 19" w,https://cdn.floristone.com/small/T218-4A_t1.jpg,https://cdn.floristone.com/large/T218-4A_d1.jpg,https://cdn.floristone.com/hi-res/T218-4A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T218-4A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T218-4A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Sunny Memories,T219-1A,139.9500,"Honor a bright spirit who was like a ray of sunshine to everyone they encountered, with a grand display of bold yellow blossoms. At more than three feet tall, it will add a touch of brightness to any tribute. A mix of fresh yellow flowers such as roses, gladioli and chrysanthemums – accented with fern – is delivered in a Noble Heritage urn.",37" h x 26" w,https://cdn.floristone.com/small/T219-1A_t1.jpg,https://cdn.floristone.com/large/T219-1A_d1.jpg,https://cdn.floristone.com/hi-res/T219-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T219-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T219-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Birthday Ribbon Bouquet,T22-3A,79.9500,"It's like a surprise party delivered in a bouquet of birthday blossoms! The surprise is the bright ribbons that line the inside of the acrylic vase – behind an invisible panel. The bouquet, well, that's simply a beautiful way to wish someone the best on their birthday. Yellow roses and asiatic lilies are arranged with red gerberas and miniature carnations, purple matsumoto asters and more in a genius acrylic vase.",14" h x 11 3/4" w,https://cdn.floristone.com/small/T22-3A_t1.jpg,https://cdn.floristone.com/large/T22-3A_d1.jpg,https://cdn.floristone.com/hi-res/T22-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T22-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T22-3A&source_id=aff&affiliateid=2026051528,1,1,1,0,0,0,0,0,One Sided Arrangements
Loving Grace,T220-1A,184.9500,"A warm and peaceful bounty of pastel blossoms gently expresses love and respect. A gracefully composed arrangement appropriate for home or service. Fresh flowers such as peach and light pink roses, lavender and purple larkspur, pink asiatic lilies, alstroemeria, gerberas and lisianthus are set in an exclusive Noble Heritage urn.",30" h x 26" w,https://cdn.floristone.com/small/T220-1A_t1.jpg,https://cdn.floristone.com/large/T220-1A_d1.jpg,https://cdn.floristone.com/hi-res/T220-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T220-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T220-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Garden of Memories,T221-1A,134.9500,"A garden of heavenly blooms offers an elegant and timeless tribute, beautifully honoring the spirit of the most precious departed. Lovely fresh flowers such as white asiatic lilies and chrysanthemums, pink roses, hydrangea, and alstroemeria, all delivered in an exclusive Garlands of Grace urn. Color and container may vary.",18 1/4" h x 19" w,https://cdn.floristone.com/small/T221-1A_t1.jpg,https://cdn.floristone.com/large/T221-1A_d1.jpg,https://cdn.floristone.com/hi-res/T221-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T221-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T221-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
